account_id,customer_id,customer_name,product_type,delinquency_stage,days_past_due,overdue_amount,total_balance,risk_flag,current_status,email,mobile_phone,postcode,last_contact_channel,self_service_candidate,created_date
ACC-11732,CUST-51732,Gemma Kay,personal_loan,early,10,1026.25,9047.9,N,awaiting_follow_up,lking@example.com,79900844837,B89 9ES,,Y,2025-12-18
ACC-11733,CUST-51733,Jennifer Barnes-Lloyd,credit_card,early,16,1670.13,5029.78,N,no_response_cycle,qmay@example.net,00095173508,E0H 2AL,phone,Y,2025-11-02
ACC-11734,CUST-51734,Ricky Chapman,personal_loan,early,8,1350.19,5936.41,N,specialist_review,jayne21@example.org,56323958928,B47 4QF,email,Y,2025-10-17
ACC-11735,CUST-51735,Danny Bailey,auto_finance,early,22,132.13,2498.53,N,promise_due,fionarose@example.com,26943371416,L0 6BA,letter,Y,2025-10-27
ACC-11736,CUST-51736,Mrs Lesley Vaughan,auto_finance,early,18,1092.24,4151.67,N,promise_due,nelsonscott@example.com,94983089639,ZE59 0GD,letter,Y,2025-11-05
ACC-11737,CUST-51737,Leah Bryant,personal_loan,mid,35,1393.62,12921.55,N,email_sent,hannahadams@example.com,,GY9A 4HU,email,Y,2025-10-31
ACC-11738,CUST-51738,Luke Roberts,personal_loan,late,90,750.65,6435.78,Y,,kylesmith@example.org,67070342053,TR1M 5LN,sms,N,2025-12-01
ACC-11739,CUST-51739,Eric Storey,credit_card,early,27,1555.63,8189.09,N,manual_follow_up,clive64@example.com,90509952617,DH35 9UY,email,Y,2025-11-11
ACC-11740,CUST-51740,Sylvia Little-Bull,credit_card,early,9,1297.66,15005.91,N,manual_follow_up,robertsonmartin@example.org,59416991443,LS2 7BZ,,Y,2025-12-11
ACC-11741,CUST-51741,Ms Debra Patel,personal_loan,early,12,921.37,5386.85,N,awaiting_follow_up,edwardscharlene@example.com,,B3 3JG,letter,Y,2025-11-07
ACC-11742,CUST-51742,Mrs Sandra Baker,credit_card,early,5,238.86,13566.91,N,promise_due,xallen@example.com,10919007066,DD43 8LX,,Y,2025-10-07
ACC-11743,CUST-51743,Neil Akhtar,personal_loan,early,9,1646.73,9173.53,N,legal_watch,wooddylan@example.org,08308531588,W1 2TZ,,Y,2026-01-06
ACC-11744,CUST-51744,Paul Sheppard,credit_card,mid,31,784.96,9693.25,N,legal_watch,ian17@example.com,81942584000,CM63 4XA,letter,Y,2025-10-15
ACC-11745,CUST-51745,Paul Smith-Hawkins,personal_loan,early,6,685.74,4806.79,N,email_sent,jacksonkatherine@example.org,69625974754,SW8P 5WG,email,Y,2025-12-02
ACC-11746,CUST-51746,Kenneth Woods,credit_card,early,26,1094.27,12274.96,N,legal watch,simpsonlawrence@example.net,58802146367,CM6 8RL,phone,Y,2026-01-06
ACC-11747,CUST-51747,Damien Ryan,auto_finance,early,19,1649.35,2760.15,N,email_sent,,93305717048,CV9 7HW,sms,Y,2026-01-08
ACC-11748,CUST-51748,Shaun Newton,personal_loan,early,23,262.53,11069.02,N,specialist_review,lydia93@example.net,19524127033,TD90 3YP,email,Y,2025-12-03
ACC-11749,CUST-51749,Amelia Newton,personal_loan,mid,34,1175.39,12397.35,N,manual_follow_up,leonard68@example.com,54163085718,E30 1JA,phone,Y,2025-11-26
ACC-11750,CUST-51750,Dr Laura Brown,credit_card,early,16,159.72,7133.38,N,plan_requested,robinsonharriet@example.net,,CH5 8YZ,phone,Y,2025-12-23
ACC-11751,CUST-51751,Dr Mohammad Simpson,credit_card,late,89,1107.2,14091.13,Y,awaiting_follow_up,kchambers@example.net,59107598312,M26 1TP,sms,N,2025-11-02
ACC-11752,CUST-51752,Abbie Dunn,credit_card,early,17,210.43,10948.48,N,new_delinquency,cbryant@example.com,,KW2 9DP,sms,Y,2025-12-09
ACC-11753,CUST-51753,Miss Molly Osborne,credit_card,mid,51,773.32,11965.08,N,email_sent,thomasmurray@example.net,91021835945,N3H 4EW,sms,Y,2025-12-02
ACC-11754,CUST-51754,Sheila Norman,credit_card,early,27,396.18,5259.68,N,specialist_review,mmoss@example.org,57809073753,SL0 6LB,phone,Y,2025-11-17
ACC-11755,CUST-51755,Mr Robert Patel,credit_card,early,13,132.65,14016.03,N,specialist_review,yvonne53@example.net,58065428028,HD4X 0UZ,email,Y,2025-10-02
ACC-11756,CUST-51756,Gavin Price-Hussain,personal_loan,early,24,288.53,3750.81,N,new_delinquency,rogersanne@example.com,44827890866,SS3 1HP,,Y,2025-10-10
ACC-11757,CUST-51757,Vanessa Hawkins,credit_card,mid,35,500.57,14300.02,N,awaiting_follow_up,hcarter@example.org,,GY0 3NX,letter,Y,2026-01-10
ACC-11758,CUST-51758,Mohammad Richards-West,credit_card,early,17,1699.82,2542.1,N,manual_follow_up,vrobinson@example.com,50368340810,TD86 0DU,email,Y,2025-11-02
ACC-11759,CUST-51759,Kieran Ryan-Daly,personal_loan,early,26,1792.57,10297.41,N,,rachel76@example.org,84914199085,B0D 5WT,sms,Y,2025-11-18
ACC-11760,CUST-51760,Max Griffiths,credit_card,early,5,1626.75,9405.81,N,no_response_cycle,rosie36@example.org,77796409894,EX7 1ST,email,Y,2026-01-19
ACC-11761,CUST-51761,Donald Ahmed,personal_loan,early,21,278.46,11470.05,N,specialist_review,smithmohamed@example.org,56669828465,S5W 3UU,email,Y,2026-01-26
ACC-11762,CUST-51762,Kenneth Cook,credit_card,early,20,1067.3,8202.43,N,legal_watch,hayley64@example.org,65831060303,EN0 8EW,letter,Y,2025-11-28
ACC-11763,CUST-51763,Dr Brandon Glover,auto_finance,late,94,556.02,14441.66,Y,Awaiting Follow Up,ijennings@example.net,44299746695,B5U 2ED,sms,N,2025-11-14
ACC-11764,CUST-51764,Francesca Bennett,auto_finance,late,109,1342.07,6071.97,Y,new_delinquency,osborneroy@example.com,90214595060,G1G 9DN,letter,N,2025-10-07
ACC-11765,CUST-51765,Abigail Green,auto_finance,early,11,1799.6,6154.53,N,plan_requested,sarahpope@example.org,82583785069,L3A 9RJ,email,Y,2025-10-19
ACC-11766,CUST-51766,Connor Barlow,credit_card,mid,47,1707.56,5974.34,N,specialist_review,gregorybrown@example.com,94414501963,M9 6GD,sms,Y,2025-10-25
ACC-11767,CUST-51767,Malcolm Evans,credit_card,mid,32,473.77,6185.95,N,legal_watch,curtisian@example.net,07270309440,N4G 1LD,sms,Y,2025-11-09
ACC-11768,CUST-51768,Lauren French-Bevan,credit_card,early,5,1262.6,8828.7,N,plan_requested,sheilaholland@example.org,83018660422,RH1E 5YL,letter,No,2025-10-18
ACC-11769,CUST-51769,Dr John Cox,auto_finance,early,13,518.33,2681.89,N,manual_follow_up,robinsonguy@example.org,52807786586,S0F 6QR,sms,Y,2025-11-03
ACC-11770,CUST-51770,Ms Molly Osborne,credit_card,early,26,121.57,2193.57,N,manual_follow_up,helenscott@example.net,48589314959,IM9 0WW,email,Y,2025-12-23
ACC-11771,CUST-51771,Suzanne Parker-Smith,personal_loan,mid,52,1712.54,12954.62,N,legal_watch,johnstone@example.com,78453166589,SP0 8TH,email,Y,2026-01-21
ACC-11772,CUST-51772,Kirsty Davies,personal_loan,early,14,231.36,12631.2,N,legal_watch,liambrown@example.net,83168815388,DL2N 4YQ,,Y,2025-12-28
ACC-11773,CUST-51773,Katherine Foster-Short,credit_card,mid,55,1771.05,5809.48,N,awaiting_follow_up,vsmith@example.org,57400781321,L6F 0RJ,letter,Y,2025-11-27
ACC-11774,CUST-51774,Allan Robinson,credit_card,mid,47,806.1,11454.92,N,Awaiting Follow Up,bhill@example.net,18487838780,B9A 8HB,email,Y,2025-12-22
ACC-11775,CUST-51775,Mr Gary Gordon,personal_loan,late,103,642.88,7640.67,Y,manual_follow_up,lorrainewatson@example.net,59075925553,L5 1NH,sms,N,2026-01-19
ACC-11776,CUST-51776,Lynda Doherty,credit_card,early,20,1608.63,2386.63,N,specialist_review,paige52@example.com,58741419084,LS34 2RL,phone,Y,2025-10-25
ACC-11777,CUST-51777,Anna Jones,credit_card,mid,54,1566.32,4669.67,N,plan_requested,guy96@example.com,63164928078,YO8N 1YR,email,Y,2026-01-18
ACC-11778,CUST-51778,Bruce Howell,personal_loan,early,18,1372.44,10276.14,N,no_response_cycle,bethanoneill@example.org,72520619955,YO40 3DL,phone,Y,2025-11-24
ACC-11779,CUST-51779,Mrs Debra Wright,credit_card,mid,38,492.19,1429.53,N,specialist_review,smithclare@example.com,55643496254,W8 6QW,phone,Y,2025-10-03
ACC-11780,CUST-51780,Donna Townsend-Walker,auto_finance,mid,48,776.83,8293.98,N,no_response_cycle,,52600096330,SP9H 5TH,,Y,2025-10-11
ACC-11781,CUST-51781,Lesley Ryan,credit_card,late,77,1356.89,13337.45,N,plan_requested,ikhan@example.com,84908551288,DH1 4TN,sms,N,2025-10-26
ACC-11782,CUST-51782,Melissa Williams,credit_card,early,27,146.75,8092.81,N,manual_follow_up,beth13@example.org,20182046276,HD1R 8GN,email,Y,2025-12-22
ACC-11783,CUST-51783,Dr Raymond Read,credit_card,early,13,335.4,12368.33,N,plan_requested,wrightmathew@example.net,61709248499,G12 6NX,letter,Y,2026-01-07
ACC-11784,CUST-51784,Miss Alice Morley,credit_card,mid,37,1702.72,11899.23,N,manual_follow_up,hwatson@example.org,67872857795,S2 8DB,phone,Y,2026-01-06
ACC-11785,CUST-51785,Danielle Robertson-Taylor,personal_loan,early,25,684.4,14420.27,N,awaiting_follow_up,,00568488102,G0 7BU,letter,Y,2025-11-18
ACC-11786,CUST-51786,Brenda Hamilton,credit_card,early,15,865.74,13901.57,N,email_sent,katherine23@example.com,33291431288,BD4V 8PB,sms,Y,2025-11-12
ACC-11787,CUST-51787,Tracy Harvey,auto_finance,late,66,1758.2,8136.92,N,plan_requested,nicolerussell@example.org,74023821734,L3 0ES,,N,2025-11-09
ACC-11788,CUST-51788,Mr Nicholas Schofield,credit_card,early,7,1215.7,1686.94,N,Awaiting Follow Up,scooke@example.com,68219282764,FY92 9YB,,Y,2025-11-30
ACC-11789,CUST-51789,Miss Louise Smith,credit_card,early,11,1794.11,14937.05,N,awaiting_follow_up,jacksonsian@example.com,42507867946,LS91 4UH,phone,Y,2025-11-19
ACC-11790,CUST-51790,Mrs Leah Lynch,credit_card,mid,56,473.78,8208.02,Y,legal_watch,mgreen@example.com,91040153191,L5 5UT,sms,N,2025-10-11
ACC-11791,CUST-51791,Beth Barnett,auto_finance,early,20,465.53,14084.01,Y,email_sent,jameskathryn@example.com,79263989777,E7 9UJ,email,N,2025-11-13
ACC-11792,CUST-51792,Dr Cheryl Hall,personal_loan,early,5,1743.65,12037.42,N,specialist_review,william11@example.org,72107246805,M6 1EW,,Y,2026-01-06
ACC-11793,CUST-51793,Jacob Richardson,credit_card,early,22,1236.06,2340.43,N,legal_watch,jack01@example.org,73594759847,M49 4JR,phone,Y,2026-01-05
ACC-11794,CUST-51794,Luke Wood,credit_card,mid,44,660.6,1766.97,N,awaiting_follow_up,ufry@example.com,85570188683,L92 7LW,letter,Y,2025-11-02
ACC-11795,CUST-51795,Gerard Singh,auto_finance,early,10,910.89,14740.96,Y,legal_watch,plewis@example.net,48026655885,DT9Y 4WX,sms,N,2025-10-03
ACC-11796,CUST-51796,Dr Richard Taylor,credit_card,late,98,1547.13,6197.88,N,legal_watch,abdul04@example.org,08973095242,BS6 2YX,,N,2025-12-19
ACC-11797,CUST-51797,Ian Palmer,credit_card,mid,49,1502.78,3333.54,N,plan_requested,kathrynsingh@example.net,57339331525,B8U 9LD,email,Y,2026-01-21
ACC-11798,CUST-51798,Michael Jones,personal_loan,early,22,490.86,14211.06,N,legal_watch,joshua27@example.net,58220742581,M82 9YG,,Y,2025-12-17
ACC-11799,CUST-51799,Dr Philip Lewis,auto_finance,early,24,906.1,7526.54,N,legal_watch,jessicaknight@example.net,83037056694,NW4X 0NY,phone,Y,2025-11-22
ACC-11800,CUST-51800,Ms Marilyn Hughes,credit_card,mid,37,1264.05,10319.95,N,awaiting_follow_up,,09546205066,B0K 7LE,sms,Y,2026-01-08
ACC-11801,CUST-51801,Claire Williams,credit_card,early,5,1300.09,14104.75,N,promise_due,carolgiles@example.com,35514167624,AL0 5EA,letter,Y,2026-01-13
ACC-11802,CUST-51802,Sam Walsh,personal_loan,early,24,1596.08,14402.7,N,manual_follow_up,lesley91@example.org,91086183740,WD7X 1UP,,Y,2025-12-17
ACC-11803,CUST-51803,Antony Page,credit_card,early,18,251.34,1271.16,N,no_response_cycle,cmccarthy@example.com,60806672424,W72 2AL,email,Y,2025-12-15
ACC-11804,CUST-51804,Amanda Baker,auto_finance,early,15,1236.61,4000.57,N,new_delinquency,frank47@example.net,18625714353,W21 9HD,letter,Y,2025-12-19
ACC-11805,CUST-51805,Carolyn Pritchard,credit_card,mid,35,278.82,3942.61,N,awaiting_follow_up,nigeldyer@example.org,89851194037,DG3H 6AB,phone,Y,2025-12-14
ACC-11806,CUST-51806,Lynda Hammond-Williamson,credit_card,early,28,325.58,11874.35,N,promise_due,marianlloyd@example.com,31464121790,LE55 8WY,sms,Y,2025-12-21
ACC-11807,CUST-51807,Danny Woodward,personal_loan,early,13,513.97,9255.32,N,specialist_review,kkirby@example.com,13245137368,DA3 8JX,sms,Y,2025-10-04
ACC-11808,CUST-51808,Holly Fox,credit_card,early,9,500.6,4515.09,N,specialist_review,lucydawson@example.net,64735695418,KY39 2EQ,email,Y,2026-01-05
ACC-11809,CUST-51809,Mr Lawrence Thomas,personal_loan,late,110,122.68,2601.09,Y,plan_requested,wedwards@example.net,23508175212,BH2W 6TZ,phone,N,2026-01-11
ACC-11810,CUST-51810,Alison Hughes,personal_loan,mid,54,1323.0,14241.47,Y,new_delinquency,janice74@example.net,48940504714,G8 2ET,phone,N,2026-01-29
ACC-11811,CUST-51811,Tracy Green,credit_card,mid,43,621.4,10705.4,N,email_sent,richarddavidson@example.org,96290914533,SN0R 6SU,phone,Y,2026-01-06
ACC-11812,CUST-51812,Nicola White,credit_card,mid,34,947.01,7537.24,N,email_sent,edwardsharriet@example.org,36927636038,KW28 9QR,letter,Y,2025-12-06
ACC-11813,CUST-51813,Mr Edward Davies,credit_card,mid,44,382.08,1983.59,Y,promise_due,dabbott@example.org,99128542557,M28 1FD,sms,N,2025-11-04
ACC-11814,CUST-51814,Sally Henderson,personal_loan,mid,58,1408.5,15270.29,N,manual_follow_up,johnsonleigh@example.org,07837108647,MK92 4GW,,Y,2025-11-19
ACC-11815,CUST-51815,Terry Brooks,credit_card,early,17,925.18,14831.87,Y,new_delinquency,zbarnett@example.net,74821926487,BA7 9LE,email,N,2025-12-21
ACC-11816,CUST-51816,Dr Gerard Smith,personal_loan,mid,50,364.61,6458.58,N,new_delinquency,jacquelinegray@example.com,13496996893,HD9 6JR,sms,Y,2026-01-20
ACC-11817,CUST-51817,Marie Ali,personal_loan,mid,45,1184.76,4823.8,N,new_delinquency,,05438774796,LA6A 0YX,email,Y,2025-12-09
ACC-11818,CUST-51818,Miss Hazel White,credit_card,early,11,684.25,5458.12,N,promise_due,leebaker@example.com,70535404756,BR4 9UH,letter,Y,2025-11-05
ACC-11819,CUST-51819,Dr Stephanie Phillips,credit_card,late,85,1562.45,13171.5,Y,new_delinquency,iporter@example.org,86816566569,S6K 7AX,,N,2026-01-03
ACC-11820,CUST-51820,Dr Kathryn Brown,personal_loan,early,23,920.08,13074.13,Y,Awaiting Follow Up,nataliejones@example.net,00256731690,E32 8DX,email,N,2025-10-05
ACC-11821,CUST-51821,Mohammad Scott,credit_card,mid,58,529.8,7114.55,N,plan_requested,mathew19@example.org,68698899097,BR6 9ED,sms,Y,2025-10-18
ACC-11822,CUST-51822,Dr Mitchell Lewis,personal_loan,early,20,1106.75,3055.45,N,no_response_cycle,christopherbarnett@example.net,95582860365,S67 4SZ,letter,Y,2025-10-07
ACC-11823,CUST-51823,Kyle Wilson,credit_card,early,20,368.36,11834.86,N,promise_due,jackwade@example.com,,B5W 7UF,sms,Y,2025-12-08
ACC-11824,CUST-51824,Miss Donna Hunter,credit_card,early,28,1115.83,3697.09,N,manual_follow_up,carly03@example.org,72277129556,DY7R 3SS,,Y,2026-01-23
ACC-11825,CUST-51825,Janice Holt,personal_loan,early,23,1466.97,6082.88,N,plan_requested,alexrees@example.org,76161887054,DT7H 8AE,phone,Y,2025-10-09
ACC-11826,CUST-51826,Hugh May,personal_loan,early,23,783.11,13511.59,N,legal_watch,peter60@example.com,11213908599,L57 7NX,letter,Y,2025-12-06
ACC-11827,CUST-51827,Mr Ross Hughes,credit_card,early,23,858.07,10152.44,N,specialist_review,phillipsryan@example.com,39490159460,G48 9TQ,email,Y,2025-12-31
ACC-11828,CUST-51828,Toby Lees-Ferguson,credit_card,mid,52,878.6,5650.06,N,Awaiting Follow Up,kirkantony@example.com,92350788808,S11 2ZY,email,Y,2026-01-27
ACC-11829,CUST-51829,Gary Carter,credit_card,mid,55,296.88,1640.34,Y,legal_watch,parkinsonjulian@example.org,25342232363,M2 1ZN,sms,N,2025-10-08
ACC-11830,CUST-51830,Dominic Scott,credit_card,late,62,865.66,6061.87,Y,email_sent,pknight@example.net,89881815852,N17 3QB,sms,N,2025-10-09
ACC-11831,CUST-51831,Peter Mason,personal_loan,late,104,379.65,6807.36,N,new_delinquency,williamsgrace@example.com,33948138260,CF2 3XS,sms,N,2026-01-27
ACC-11832,CUST-51832,Miss Beth Short,personal_loan,late,118,1664.47,6437.71,N,awaiting follow up,martinlaw@example.com,99544422498,PL1 2GR,sms,N,2025-10-17
ACC-11833,CUST-51833,Ruth Evans,credit_card,mid,31,1085.4,7561.64,N,no_response_cycle,rosie70@example.net,95227589680,B4G 4YH,email,Y,2025-11-29
ACC-11834,CUST-51834,Ms Amanda Cross,credit_card,late,96,560.38,10639.85,Y,email_sent,sgreen@example.net,85335302395,CB65 0DQ,letter,N,2026-01-29
ACC-11835,CUST-51835,Diane Williams,auto_finance,late,101,1541.06,8367.67,N,manual_follow_up,lee63@example.com,90854330286,S9 9TT,phone,N,2025-11-20
ACC-11836,CUST-51836,Ms Margaret Richards,personal_loan,mid,52,1175.35,8902.4,N,legal_watch,stokessylvia@example.net,26733325725,IP48 8FL,sms,Y,2025-10-27
ACC-11837,CUST-51837,Gary Marshall,credit_card,mid,45,1286.33,12216.73,N,Awaiting Follow Up,chapmangeorgina@example.net,12252725950,BB1 6EY,phone,Y,2025-12-30
ACC-11838,CUST-51838,Mr Colin Taylor,personal_loan,late,87,999.82,12482.94,Y,email_sent,moorejoseph@example.net,60824305333,ML63 4FA,,N,2025-10-15
ACC-11839,CUST-51839,Janet Shaw,credit_card,early,19,469.88,6808.41,N,legal_watch,michaelrichards@example.org,87352101656,KA4 3ZB,,Y,2025-10-13
ACC-11840,CUST-51840,Abigail Byrne,auto_finance,early,27,1590.13,4634.88,N,new_delinquency,freemankirsty@example.com,50374239314,N5W 3BX,,Y,2025-12-17
ACC-11841,CUST-51841,Miss Diane Daly,auto_finance,mid,30,759.38,7635.02,N,Awaiting Follow Up,davidburgess@example.org,16281659214,WF9 5TY,letter,Y,2025-10-22
ACC-11842,CUST-51842,Joanna Vincent,personal_loan,early,27,1668.64,3572.32,N,new_delinquency,pshah@example.com,30677392713,M8A 5XT,sms,Y,2025-11-12
ACC-11843,CUST-51843,Oliver Sims,credit_card,mid,49,1405.19,10781.35,N,awaiting_follow_up,lisafoster@example.org,28088966251,N14 0AP,letter,Y,2025-11-15
ACC-11844,CUST-51844,Thomas Howard,credit_card,late,108,392.64,14147.82,Y,manual_follow_up,ygriffiths@example.com,02855211686,SP32 6PA,phone,N,2025-10-03
ACC-11845,CUST-51845,William Bradshaw,credit_card,mid,31,1778.59,10609.09,N,specialist_review,mitchelldorothy@example.net,,BT7 5XL,,Y,2025-10-15
ACC-11846,CUST-51846,Steven Price,auto_finance,mid,36,157.78,13134.48,N,legal_watch,ojohnston@example.org,67167638708,L3 0NT,letter,Y,2025-10-12
ACC-11847,CUST-51847,Dr Jean Walters,personal_loan,early,22,90.02,8784.06,N,Awaiting Follow Up,katherinewalker@example.com,05130173695,N1A 3GU,phone,Y,2026-01-17
ACC-11848,CUST-51848,Dr Stephen Williams,credit_card,early,7,284.71,10492.2,N,awaiting_follow_up,ystone@example.net,22544399096,S6 7SR,letter,Y,2025-10-27
ACC-11849,CUST-51849,Jacqueline Simpson,credit_card,mid,57,1637.53,8923.63,N,plan_requested,shaunatkinson@example.com,71860305990,L33 7YG,,Y,2025-11-29
ACC-11850,CUST-51850,Gemma Bruce,personal_loan,mid,46,1139.4,9619.52,N,legal_watch,stephaniemartin@example.org,19191152491,WC4 9TU,sms,Y,2025-11-10
ACC-11851,CUST-51851,Mr William Brown,credit_card,mid,55,760.56,9832.31,N,Awaiting Follow Up,rebecca14@example.net,64264798098,N7 0LX,,Y,2025-12-14
ACC-11852,CUST-51852,Charlene Richards,personal_loan,mid,52,1165.77,10579.86,N,awaiting_follow_up,leigh79@example.org,28381961613,W0K 1WA,email,Y,2025-12-04
ACC-11853,CUST-51853,Jenna Jackson,personal_loan,early,28,635.28,11758.54,N,no_response_cycle,jacob95@example.org,,WN53 5QF,,Y,2025-12-19
ACC-11854,CUST-51854,Naomi Smith,credit_card,mid,39,179.83,4281.15,N,new_delinquency,anthony79@example.com,35147016996,W42 1FW,,Y,2025-12-30
ACC-11855,CUST-51855,Maureen Brown,personal_loan,late,62,1136.66,14177.4,Y,awaiting_follow_up,timothy16@example.com,79182439402,ML2N 6YT,,N,2025-10-15
ACC-11856,CUST-51856,Miss Joanna Wright,personal_loan,mid,38,381.77,3535.33,N,specialist_review,duncan06@example.com,38948639057,SY3 4ZY,email,Y,2025-11-05
ACC-11857,CUST-51857,Joseph Davies,personal_loan,mid,35,542.54,11685.36,N,awaiting_follow_up,joechambers@example.net,20146284630,NR93 1ZN,sms,Y,2025-10-21
ACC-11858,CUST-51858,Mr Lawrence Watkins,credit_card,early,11,188.78,3435.02,N,email_sent,qfitzgerald@example.org,82207408870,L3S 7XN,,Y,2026-01-09
ACC-11859,CUST-51859,Wendy Quinn,personal_loan,late,63,1569.72,11976.65,Y,promise_due,qroberts@example.com,40464131494,N62 8LU,,N,2025-11-22
ACC-11860,CUST-51860,William Rogers,credit_card,early,13,1464.98,11870.29,N,specialist_review,gward@example.com,70353968667,PO3W 9JW,email,Y,2025-11-25
ACC-11861,CUST-51861,Carly Burrows,credit_card,early,20,1398.9,10502.52,N,email_sent,joneskimberley@example.com,94552068372,LS7 3HS,letter,Y,2025-12-01
ACC-11862,CUST-51862,Dr Dawn Kemp,credit_card,late,60,1402.79,12797.82,N,new_delinquency,antony26@example.org,64070357828,WS5 0YD,,N,2025-10-05
ACC-11863,CUST-51863,Alexandra Smith,credit_card,early,24,1508.99,5620.0,N,Awaiting Follow Up,harrisdamian@example.org,69435997983,B06 9DG,letter,Y,2025-11-11
ACC-11864,CUST-51864,Dr Henry Slater,personal_loan,early,27,387.73,13395.6,N,legal_watch,,98275371219,PA6 3AY,letter,Y,2025-11-27
ACC-11865,CUST-51865,Steven Bartlett,personal_loan,early,6,956.73,7165.36,N,email_sent,reesnicole@example.net,75201184359,HU8P 0AT,email,Y,2026-01-18
ACC-11866,CUST-51866,Ellie Burgess-Jennings,credit_card,mid,30,1077.49,1572.51,N,legal_watch,daviesmartyn@example.net,02092791775,LS5A 6NJ,phone,Y,2026-01-26
ACC-11867,CUST-51867,Kathryn Young,credit_card,mid,47,148.98,1078.71,N,Awaiting Follow Up,rwilliams@example.org,76370791002,S20 3TX,sms,Y,2026-01-09
ACC-11868,CUST-51868,Dr Christopher Martin,credit_card,early,8,425.63,9253.31,Y,legal_watch,,53008161215,S7 3AU,phone,N,2025-12-27
ACC-11869,CUST-51869,Dr Karl Martin,auto_finance,early,21,1759.95,3895.81,N,no_response_cycle,tscott@example.com,53698774129,S22 5PA,phone,Y,2025-12-01
ACC-11870,CUST-51870,Mr Frank Willis,personal_loan,early,7,82.23,12710.63,N,legal_watch,suzanne59@example.org,54828012929,N4A 0DB,sms,Y,2025-10-22
ACC-11871,CUST-51871,Molly Humphreys,credit_card,late,108,1007.75,14945.97,N,plan_requested,halljasmine@example.org,,GU5Y 4YG,,N,2025-11-10
ACC-11872,CUST-51872,Cheryl Brookes,personal_loan,mid,41,202.0,6401.64,Y,manual_follow_up,hughhardy@example.net,25446841898,TN4 6QG,email,N,2025-12-14
ACC-11873,CUST-51873,Philip Franklin,personal_loan,early,19,507.84,5870.75,N,plan_requested,debra32@example.net,15847299967,WR2 5YW,letter,Y,2026-01-24
ACC-11874,CUST-51874,Pauline Thomas,personal_loan,mid,46,1794.45,12977.28,N,promise_due,henry90@example.com,05626720458,M7D 3AJ,sms,Y,2026-01-14
ACC-11875,CUST-51875,Hugh Francis,credit_card,early,26,1080.07,10306.69,N,Awaiting Follow Up,kbrown@example.net,58283872842,S85 3PN,letter,Y,2025-11-11
ACC-11876,CUST-51876,Susan Farmer-Walton,personal_loan,mid,44,1465.25,5165.86,N,specialist_review,singhjay@example.com,58125501305,S70 8GW,,Y,2025-12-18
ACC-11877,CUST-51877,Ms Michelle Burns,personal_loan,early,16,1203.1,2171.23,N,email_sent,heatherpeters@example.net,86378975374,L6T 6HD,letter,Y,2025-11-02
ACC-11878,CUST-51878,Mr Leslie Barnett,credit_card,early,23,1655.74,14809.07,N,email_sent,andrew12@example.net,18104444358,S7 7FT,,Y,2025-12-25
ACC-11879,CUST-51879,Marie Hall,credit_card,mid,52,1142.66,8711.04,N,email_sent,andrewsliam@example.net,84233340861,G4W 7ED,letter,Y,2025-12-09
ACC-11880,CUST-51880,Sam Jones,personal_loan,mid,41,264.09,11997.19,N,awaiting_follow_up,martinjoan@example.org,67173738803,DH1H 7ZT,sms,Y,2025-11-10
ACC-11881,CUST-51881,Miss Joanna Daniels,credit_card,early,5,1702.78,4091.85,N,promise_due,debrastone@example.org,45131212245,LU26 8GP,,Y,2025-11-03
ACC-11882,CUST-51882,Dr Matthew Jones,personal_loan,early,11,529.54,6699.64,N,Awaiting Follow Up,fisherclare@example.org,31586953587,PH1 0SH,,Y,2025-12-31
ACC-11883,CUST-51883,Mrs Deborah Jones,personal_loan,late,111,83.49,10997.35,Y,manual_follow_up,lindsey61@example.net,61244202143,BT7 9DP,,N,2026-01-17
ACC-11884,CUST-51884,Victor O'Sullivan,personal_loan,early,25,750.76,10309.4,N,no_response_cycle,chall@example.net,85493749866,NE7 4BY,,Y,2026-01-25
ACC-11885,CUST-51885,Olivia Ball-Hammond,credit_card,early,22,1119.03,13338.37,N,specialist_review,tking@example.com,77353169380,G63 9YN,,Y,2026-01-23
ACC-11886,CUST-51886,Albert Smith-Walker,personal_loan,mid,35,1285.59,4911.47,N,specialist_review,danny73@example.net,,KY4E 6QA,phone,Y,2025-11-28
ACC-11887,CUST-51887,Mrs Lynne Fry,credit_card,mid,51,1518.4,12277.3,N,Awaiting Follow Up,jill97@example.org,75903869699,E7 9RY,phone,Y,2025-11-19
ACC-11888,CUST-51888,Heather Rowley-Poole,personal_loan,early,12,878.83,8471.81,N,Awaiting Follow Up,carrdarren@example.org,91163038082,BH10 8UJ,phone,Y,2026-01-14
ACC-11889,CUST-51889,Mr Mohamed Foster,credit_card,early,19,1202.64,1973.67,N,Awaiting Follow Up,ewebb@example.net,42682356190,B0 3WE,,Y,2025-11-18
ACC-11890,CUST-51890,Jill Pearson,credit_card,early,19,1199.19,4023.48,N,email_sent,pauldixon@example.net,94344022574,L7C 8JP,letter,Y,2025-10-16
ACC-11891,CUST-51891,Linda Brooks,personal_loan,early,11,1285.59,10571.14,N,specialist_review,harrisonsamantha@example.net,34540495376,RH89 5WW,phone,Y,2026-01-11
ACC-11892,CUST-51892,Dr Marc Wilson,personal_loan,early,8,941.71,4989.5,N,manual follow up,cwood@example.com,88580506868,SP28 2JY,phone,Y,2025-12-10
